순위,상품번호,도서명,부제목,저자,출판사,출판일,판매가,정가,적립포인트,판매지수,평점,리뷰수
863,148181079,실무에서 SQL을 다루는 기술,"PostgreSQL부터 MySQL, SQLite까지",마크 사이먼 저/조은옥 역,한빛미디어,2025년 06월,29700,33000,1650,1188,9.8,8
864,148121780,디자인 경험을 바꾸는 UX/UI 디자인 with AI,"사용자 리서치부터, 시나리오 보드, GUI 디자인까지 생성형 AI와 UX/UI 자동화의 모든 것",유훈식,한빛미디어,2025년 06월,28800,32000,1600,1302,9.7,7
865,147983588,생성형 AI 업무 활용 정석 - 테스팅 업무 적용편,GenAI 국제자격증 활용으로 생성형 AI를 조직에 수월하게 도입하기!,권원일,STA(소프트웨어테스팅연구소),2025년 06월,27000,30000,300,594,0.0,0
866,147977458,버려지는 디자인 통과되는 디자인 - 편집 디자인,더 좋은 디자인을 만드는 레이아웃의 비밀,"이미정, 유은진",길벗,2025년 07월,20700,23000,1150,3192,9.9,35
867,147976869,소플의 처음 만난 Next.js,"개념은 쉽게, 실습은 탄탄하게!  따라 하며 익히는 Next.js 입문 가이드",이인제,한빛미디어,2025년 06월,35100,39000,1950,570,9.6,16
868,147965771,크리에이터를 위한 ChatGPT 활용 대전,,쿠니모토 치사토 저/챗GPT 연구회 역,정보문화사,2025년 06월,18000,20000,1000,786,9.8,26
869,147870513,AI와 사이버 보안,,이승은,커뮤니케이션북스,2025년 06월,12000,12000,0,210,0.0,0
870,147867784,MOS 365 Word Associate,,"김경희, 오해강",시대인,2025년 06월,13500,15000,750,570,10.0,9
871,147852321,"인공지능, 주식분석 좀 부탁해",입문자를 위한 파이썬 주식분석 프로그램 만들기,곽경일,비제이퍼블릭(BJ퍼블릭),2025년 07월,21600,24000,1200,564,9.5,11
872,147752757,상상력을 작품으로 미리캔버스,,"김지혜, KIE 기획연구실",아카데미소프트,2025년 06월,12600,14000,700,516,0.0,0
873,147626022,생성형 AI 활용 백과사전,"ChatGPT, 코파일럿, 제미나이, 클로드, DALL-E 3, 딥엘, 미드저니, 스테이블 디퓨전, Suno AI, 소라 등 주요 생성형 AI를 효과적으로 사용하는 100가지 활용법!","다쿠치 카즈히로, 모리시마 료코, 이시타니 마사키 저/서수환 역",길벗,2025년 06월,21600,24000,1200,4230,9.7,49
874,147569986,깃허브 액션으로 구현하는 실전 CI/CD 설계와 운영,"워크플로 설계에서 릴리스 자동화, 배포, 보안까지 실무 흐름으로 익히는 깃허브 액션 가이드",노무라 도모키 저/김완섭 역,제이펍,2025년 07월,25200,28000,1400,798,0.0,0
875,147569950,기후 위기와 인공지능,,이천환,커뮤니케이션북스,2025년 06월,12000,12000,0,354,0.0,0
876,147569409,테디노트의 랭체인을 활용한 RAG 비법노트 [심화편],"RAG 성능을 극대화하는 리랭커, 에이전트, 평가, 배포까지 완전 정복",이경록,리코멘드,2025년 06월,25200,28000,1400,2256,6.0,1
877,147562377,C# 교과서,"C#, 기초부터 제대로 배우자!",박용준,길벗,2025년 06월,35100,39000,1950,1668,9.7,14
878,147338262,AI로 하루 만에 영상 만들기 with 런웨이,어비와 레드라쿤과 함께 배우는 생성형 AI 제작 노하우 가이드북,"송태민, 서광민",한빛미디어,2025년 06월,18000,20000,1000,1926,9.6,30
879,147132535,코딩런 픽셀월드 대모험 피스켈&엔트리,,코딩연구소,마린북스,2025년 05월,13500,15000,750,474,0.0,0
880,147124214,"AI가 대체하는, 대체 못하는 노동",,김관욱,커뮤니케이션북스,2025년 06월,12000,12000,0,156,2.0,1
881,147098139,LUVIT♥ 실전 백엔드 러스트 Axum 프로그래밍,채팅 앱을 만들며 배우는 모던 웹 애플리케이션 개발,윤인도,제이펍,2025년 06월,22500,25000,1250,402,10.0,3
882,147097407,AI와 교육 연극 (큰글자책),,한귀은,커뮤니케이션북스,2025년 06월,25000,25000,0,60,0.0,0
883,147081442,입문자를 위한 맞춤형 AI 프로그램 만들기,"OpenAI의 GPT·TTS·Whisper·Dall-E 활용, 일상과 업무를 위한 10가지 AI 앱 개발",다비드스튜디오,길벗,2025년 06월,25200,28000,1400,714,9.9,14
884,147079126,"좋아 보이는 것들의 비밀, 컬러",당신의 감각을 다시 디자인할 시간,최경원,길벗,2025년 06월,26100,29000,1450,1146,9.8,22
885,147078614,회사에서 바로 쓰는 AI 치트키,"챗GPT로 더 쉽게! 엑셀, 보고서, 프레젠테이션 올인원 솔루션","이혜정, 윤재현, 엄혜경",애드앤미디어,2025년 06월,18000,20000,1000,1854,9.3,17
886,147057325,픽셀 아트 마스터 컬렉션,,"ZiMA, 나나미 유키, asaha, 아히루 히츠지, Zennyan 저 외 2명
                                        
정보 더 보기/감추기



ZiMA
나나미 유키
asaha
아히루 히츠지
Zennyan
m7kenji
송지연",AK(에이케이 커뮤니케이션즈),2025년 05월,24220,25500,760,1170,8.0,2
887,146529821,탄탄한 기초를 위한 PLC 프로그래밍(XGB series),,"김진태, 이현옥",예문사,2025년 05월,26100,29000,1450,924,10.0,2
888,146504169,"당근 하나로 매출 2배, 동네 1등 가게 만드는 실전 전략",손님이 끊기지 않는 가게 만들기,서혜미,아티오,2025년 05월,15300,17000,850,132,9.4,14
889,146335247,AI를 활용한 법률문서 작성법,김종엽 변호사가 공개하는 핵심 프롬프트,김종엽,(주)박영사,2025년 05월,27000,27000,0,1836,10.0,6
890,146143006,열정민쌤의 챗GPT&AI 수업 실전서,오늘 배워서 내일 수업에 바로 쓰는 진짜 쉬운 챗GPT & AI 활용 가이드,"원정민, 권혜영, 신명진, 이채연",한빛미디어,2025년 05월,18000,20000,1000,4254,9.7,39
891,146041188,네이버 스마트스토어 운영하기,,서미진,한빛미디어,2025년 05월,18900,21000,1050,1872,9.6,34
892,146012578,AI와 게임 인문학 (큰글자책),,박주희,커뮤니케이션북스,2025년 04월,25000,25000,0,60,0.0,0
893,146012572,AI와 회계사,,윤양인,커뮤니케이션북스,2025년 05월,12000,12000,0,186,0.0,0
894,146012568,AI 영상 제작 트렌드,,진승현,커뮤니케이션북스,2025년 05월,12000,12000,0,96,0.0,0
895,146006911,혼자 만들면서 공부하는 딥러닝,"이미지/텍스트 분류 및 요약, 전이 학습, 트랜스포머까지 20개 딥러닝 모델 구현하기",박해선,한빛미디어,2025년 05월,25200,28000,1400,1998,9.8,33
896,146001337,AI와 정책 홍보의 변화,,정휘관,커뮤니케이션북스,2025년 05월,12000,12000,0,84,0.0,0
897,145983717,Do it! 오토캐드 2026,"초보자도 6일이면 설계 도면 그린다! 건축, 인테리어, 기계 실무에 최적화된 입문서",박한울,이지스퍼블리싱,2025년 05월,26550,29500,1470,3984,10.0,11
898,145962625,LLM 엔지니어링,"RAG, 파인튜닝, LLMOps로 완성하는 실무 중심의 LLM 애플리케이션 개발","폴 이우수틴, 막심 라본 저/조우철 역",한빛미디어,2025년 05월,34200,38000,1900,1800,9.8,18
899,145417424,"AI 대전환 시대, 나는 리더",리더는 지금 무엇을 준비해야 하는가?,"김기진, 황교석, 이재실, 최규철, 김택수 저 외 5명
                                        
정보 더 보기/감추기



김기진
황교석
이재실
최규철
김택수
마은경
이소민
채명석
김대경
최준오",에릭스토리,2025년 04월,15300,17000,850,108,0.0,0
900,145394077,AI 콘텐츠 트렌드,,김민지,커뮤니케이션북스,2025년 04월,12000,12000,0,108,0.0,0
901,145227885,실리콘밸리에서 통하는 파이썬 인터뷰 가이드,"취업과 이직을 위한 자료구조, 알고리즘, 시스템 설계 코딩 테스트 문제와 해법","런젠펑, 취안수쉐 저/신준기 역",제이펍,2025년 05월,24300,27000,1350,240,9.6,10
902,145220345,알고리즘으로 철학하기,"코드 너머의 사유, 기술과 존재를 잇다",변정수,이상북스,2025년 04월,23400,26000,1300,288,10.0,1
903,145022805,AI와 미래 의사,,임채영,커뮤니케이션북스,2025년 04월,12000,12000,0,120,0.0,0
904,145022203,AI와 미래 사회,,손현주,커뮤니케이션북스,2025년 04월,12000,12000,0,1170,0.0,0
905,145013501,처음부터 시작하는 Next.js / React 개발 입문,,미요시 아키 저/김모세 역,AK(에이케이 커뮤니케이션즈),2025년 04월,33440,35200,700,396,0.0,0
906,144980037,예제로 배우는 C++ STL,,빌 와인먼 저/유동환 역,영진닷컴,2025년 04월,29700,33000,1650,486,9.5,11
907,144868498,이게 되네? 챗GPT 미친 크롤링 24제,"코드 몰라도 OK! 이걸 긁네? 기출문제, 항공권, 청약, 소상공인24, 알리, 기사, 유튜브 댓글까지 모조리 긁어오는 데이터 수집과 GPTs 업무 자동화",박현규,골든래빗,2025년 04월,23400,26000,1300,2490,9.1,7
908,144699966,씽크톡톡 엑셀 2021,,"도용화, 금미정",웰북,2025년 04월,9000,10000,500,180,0.0,0
909,144693678,인스타그램 마케팅으로 돈벌기,돈 되는 인스타그램 브랜딩부터 마케팅 전략까지,최영인,성안당,2025년 04월,22500,25000,1250,1392,9.9,38
910,144650380,AI와 반도체,,최종수,커뮤니케이션북스,2025년 04월,12000,12000,0,225,0.0,0
911,144554031,할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터,,황점희,시대인,2025년 04월,10800,12000,600,840,10.0,9
912,144546046,어른을 위한 이것이 인공지능이다,AI의 역사부터 기초 지식과 활용 사례까지 인공지능의 모든 것,김명락,슬로디미디어,2025년 04월,15120,16800,840,156,10.0,3
913,144220706,일러스트와 만화를 위한 포즈 노하우,,마츠오카 신지 저/고영자 역,영진닷컴,2025년 04월,18000,20000,1000,468,9.8,9
914,144165612,"AI, 공정과 편향",,"박규동, 김근혜",커뮤니케이션북스,2025년 03월,12000,12000,0,126,0.0,0
915,144129260,교사를 위한 생성형 AI 활용 수업,생성형 AI를 수업에 쉽게 적용할 수 있도록 돕는 기초 안내서,김종혜,생능북스,2025년 04월,14400,16000,800,1431,9.6,15
916,144048800,CATIA(카티아) 쉽게 따라하기,,정경애,구민사,2025년 04월,28800,32000,320,1212,0.0,0
917,144043886,이토록 쉬운 IT 인프라 기초,비전공자도 한 번에 이해하는 IT 서비스 개발과 운영의 모든 것,장두환,루비페이퍼,2025년 04월,19800,22000,1100,1506,9.8,9
918,144043578,50개의 프로젝트로 완성하는 파이썬 업무 자동화,프로젝트 따라하기로 업무 자동화 일잘러 되기!,오토코더,위즈앤북,2025년 03월,19800,22000,1100,702,10.0,12
919,144026018,우아한 C 언어 코딩 패턴,실무에서 요긴한 C 언어 코딩 원칙과 패턴 가이드,크리스토퍼 프레셰른 저/정기훈 역,인사이트(insight),2025년 04월,28800,32000,1600,258,10.0,1
920,143909071,챗GPT 일타강사의 직장인 업무 만렙 공략집,"칼퇴는 기본, 성과는 폭발! 프로 일잘러가 몰래 쓰는 업무 스킬",이승필,한빛미디어,2025년 03월,21600,24000,1200,2076,9.2,31
921,143753715,요즘 우아한 AI 개발,"머신러닝에서 GPT, LLM, 생성형 AI, MLOps까지, 배달의민족 실제 프로젝트로 엿보는 AI 활용 이야기",우아한형제들,골든래빗,2025년 04월,21600,24000,1200,2874,9.8,16
922,143666426,AI 사고철학,인공지능에게 배우는 인간적인 학습 전략,"이준헌, 조민호",더로드,2025년 03월,18000,20000,1000,84,10.0,1
923,143604796,한 권으로 끝내는 미드저니,원하는 이미지를 정확하게 생성하는 테크닉,민자경,에듀웨이,2025년 04월,20700,23000,1150,522,9.0,12
924,143513509,아이패드 디지털 캘리그라피 N잡러 되기,디지털 캘리그라피 수익 창출 방법을 한 권으로,우연주,아티오,2025년 03월,17550,19500,970,306,10.0,9
925,143492268,숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut),"스마트폰, PC 겸용",김근아,아티오,2025년 03월,12600,14000,700,1182,0.0,0
926,143372817,현업 기획자 마이즈가 알려주는 게임 시나리오 스쿨,스토리를 넘어 플레이를 설계하는 법,김현석,초록비책공방,2025년 03월,23400,26000,1300,498,8.7,6
927,143268983,THE 포토샵,,김은혜,길벗,2025년 03월,23400,26000,1300,552,10.0,33
928,143046524,인공지능의 몸들,,심귀연,커뮤니케이션북스,2025년 02월,12000,12000,0,150,0.0,0
929,142972932,대체 불가능한 디자이너 되기,,오완원,길벗,2025년 03월,19800,22000,1100,822,9.8,10
930,142636957,이토록 쉬운 10가지 프로젝트로 끝내는 트랜스포머 활용 가이드 with 파이토치,가볍게 시작하는 허깅페이스 트랜스포머 실전 강의,프렘 팀시나 저/임선집 역,루비페이퍼,2025년 02월,25200,28000,1400,648,9.8,11
931,142572387,처음 시작하는 디지털 드로잉 with 스케치북,,이은지,시대인,2025년 02월,17100,19000,950,2712,9.9,14
932,142569581,트래픽을 쓸어 담는 SEO 마케팅,기본기를 탄탄하게 다져주는 검색엔진 최적화 가이드,"김건오, 양효원",e비즈북스,2025년 02월,23400,26000,1300,1062,0.0,0
933,142565684,AI를 활용한 숏폼영상 제작가이드,,장세인,위메이크북,2025년 02월,18000,20000,1000,636,0.0,0
934,142277966,NEW 우당탕탕 컴퓨터와 친해지기,윈도우공용 & 인터넷,놀이교육콘텐츠랩,마린북스,2025년 02월,12600,14000,700,1302,10.0,1
935,141892324,막힘없이 PostgreSQL,PostgreSQL 성능관리를 위한 핵심 매커니즘,"임경석, 김철환, 박관규, 김규민",엑셈,2025년 01월,28800,32000,1600,834,0.0,0
936,141888791,AI와 인문학의 주제들,,"정서현, 우동현, 김동우",커뮤니케이션북스,2025년 02월,12000,12000,0,603,0.0,0
937,141835517,한 시간 만에 게임 만들기,,"게임도칸 저/김은철, 유세라 역",영진닷컴,2025년 01월,23400,26000,1300,258,9.8,18
938,141732801,이것이 생성형 AI다,대규모 언어 모델(LLM)이 바꾼 AI(인공지능) 생태계의 모든 것,김명락,슬로디미디어,2025년 02월,15120,16800,840,684,9.7,15
939,141731540,대표 전략으로 입문하는 미국 주식 퀀트 투자,파이썬으로 체득하는 전략 구현·최적화·백테스트,이용환,프리렉,2025년 02월,27000,30000,1500,468,9.3,14
940,141695114,왕초보 맞춤형 랜선 사수 올이 엑셀,"쉽게 배우고, 빠르게 쓰는 직장인 실무 엑셀! 차원이 다른 엑셀 입문서!",올이,한빛미디어,2025년 01월,18900,21000,1050,690,9.8,28
941,141383909,트랜스포머로 시작하는 언어 모델과 생성형 인공지능,100개의 그림 예제로 이해하기,추형석,위즈앤북,2025년 01월,16020,17800,890,564,9.5,4
942,141382077,ChatGPT 마케팅,매출 10배 올려주는 ChatGPT와 생성 AI를 활용한 마케팅 비법서,임헌수,이코노믹북스,2025년 01월,22500,25000,1250,852,9.7,31
943,141377702,데이터 마이닝 개념과 기법 4/e,빅데이터에 숨겨진 패턴과 인사이트 발견의 방법,"지아웨이 한, 지안 페이, 항항 통 저/동준상 역",에이콘출판사,2025년 01월,49500,55000,2750,306,0.0,0
944,141331756,스마트폰과 AI로 소통하는 새로운 세상,시니어를 위한 친절한 디지털 친구 만들기,"이종구, 이태훈, 어현경, 지영희",디지털콘텐츠그룹,2025년 01월,16200,18000,900,120,0.0,0
945,141327600,챗GPT와 함께 만드는 초등 수업 디자인 ++,생성형 AI를 적용한 초등학교 에듀테크,"박준원, 김지현, 김병남, 이홍락, 김한준 저 외 6명
                                        
정보 더 보기/감추기



박준원
김지현
김병남
이홍락
김한준
이종상
박주현
김은협
김도현
공민수
이정진",앤써북,2025년 01월,15930,17700,880,516,10.0,3
946,141312058,"스마트폰, 학교 수업에 들어오다!",에듀테크로 수업에 날개 달기,박만재,다빈치books,2025년 01월,28800,32000,1600,348,0.0,0
947,141310358,교실에서 바로 쓰는 챗GPT 교사 활용법,프롬프트 활용법/생성형AI 활용 수업/개념기반 수업/평가 루브릭 만들기/학교 업무 활용/수업자료 만들기,유수근,앤써북,2025년 01월,17820,19800,990,3129,9.9,22
948,141218965,C 언어 마스터,5단계 반복 학습으로 배우는,문석재,한빛아카데미,2025년 01월,32000,32000,960,1572,0.0,0
949,141195086,머신 러닝 마스터 클래스,기본기를 바로잡는 9가지 레슨,민재식,인사이트(insight),2025년 01월,22500,25000,1250,402,10.0,13
